"Bin","Room","Rack","Type","Status","SKU","Males","Females","Pregnant Females","Mothers","Mother Slots","Rats/Litter","Due Date","Birth Date","Grow-out Start","Source Bin","Active Vacation Mothers","Label Primary","Label Secondary","QR Target","SKU Freezer On Hand","Shopify Variant IDs","Last Event","Note","Updated At"
"55-6-31","nursery","55S 6","55S","open","No SKU","0","0","0","0","2","0","","","","","0","55-6-31","Nursery / 55S 6 / 55S · Mother + litter","https://app.frostbitefeeders.com/inventory-test/#55-6-31","","","","","2026-06-18T03:02:59.864Z"
"B1-10","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-10","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-10","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-11","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-11","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-11","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-12","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-12","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-12","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-13","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-13","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-13","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-14","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-14","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-14","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-15","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-15","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-15","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-16","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-16","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-16","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-17","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-17","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-17","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-18","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-18","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-18","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-19","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-19","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-19","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-20","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-20","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-20","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-21","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-21","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-21","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-22","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-22","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-22","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-23","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-23","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-23","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-24","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-24","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-24","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-25","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-25","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-25","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-26","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-26","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-26","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-27","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-27","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-27","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-28","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-28","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-28","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-29","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-29","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-29","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-30","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-30","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-30","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-31","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-31","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-31","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-32","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-32","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-32","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-33","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-33","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-33","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-34","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-34","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-34","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-35","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-35","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-35","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-36","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-36","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-36","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-37","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-37","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-37","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-38","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-38","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-38","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-39","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-39","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-39","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-40","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-40","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-40","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-41","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-41","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-41","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-42","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-42","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-42","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-43","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-43","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-43","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-44","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-44","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-44","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B1-45","breeding","Breed 1","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B1-45","Breeding / Breed 1 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B1-45","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-10","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-10","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-10","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-11","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-11","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-11","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-12","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-12","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-12","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-13","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-13","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-13","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-14","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-14","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-14","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-15","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-15","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-15","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-16","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-16","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-16","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-17","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-17","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-17","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-18","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-18","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-18","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-19","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-19","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-19","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-20","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-20","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-20","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-21","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-21","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-21","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-22","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-22","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-22","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-23","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-23","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-23","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-24","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-24","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-24","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-25","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-25","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-25","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-26","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-26","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-26","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-27","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-27","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-27","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-28","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-28","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-28","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-29","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-29","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-29","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-30","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-30","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-30","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-31","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-31","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-31","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-32","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-32","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-32","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-33","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-33","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-33","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-34","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-34","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-34","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-35","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-35","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-35","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-36","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-36","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-36","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-37","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-37","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-37","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-38","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-38","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-38","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-39","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-39","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-39","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-40","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-40","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-40","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-41","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-41","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-41","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-42","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-42","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-42","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-43","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-43","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-43","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-44","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-44","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-44","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B2-45","breeding","Breed 2","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B2-45","Breeding / Breed 2 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B2-45","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-10","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-10","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-10","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-11","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-11","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-11","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-12","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-12","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-12","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-13","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-13","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-13","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-14","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-14","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-14","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-15","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-15","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-15","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-16","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-16","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-16","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-17","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-17","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-17","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-18","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-18","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-18","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-19","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-19","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-19","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-20","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-20","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-20","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-21","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-21","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-21","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-22","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-22","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-22","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-23","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-23","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-23","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-24","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-24","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-24","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-25","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-25","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-25","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-26","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-26","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-26","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-27","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-27","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-27","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-28","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-28","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-28","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-29","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-29","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-29","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-30","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-30","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-30","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-31","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-31","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-31","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-32","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-32","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-32","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-33","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-33","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-33","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-34","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-34","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-34","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-35","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-35","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-35","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-36","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-36","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-36","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-37","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-37","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-37","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-38","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-38","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-38","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-39","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-39","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-39","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-40","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-40","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-40","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-41","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-41","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-41","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
"B3-42","breeding","Breed 3","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B3-42","Breeding / Breed 3 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B3-42","","","","Active breeder bin","2026-06-18T03:02:59.862Z"
